seqName,errors,warnings,failedGenes
"28/SHENZHEN/08/China/HFMD/2008","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"28BJ_2010","","",""
"28GY_2010","","",""
"292/HZ/GD/CHN","","",""
"29256_EV71_RUS_2007","Unable to align: no seed matches","","<<ALL>>"
"29256_RUS_2007","","",""
"2950_Yamagata_2009","","",""
"2BJ_2010","","",""
"2LPS_2010","","",""
"30/GD/China/2010","","",""
"306B","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"31_2BJ_2010","","",""
"31_ZZ_HN_CHN_2010","","",""
"31/GD/China/2010","","",""
"3149","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"31832_RUS_2008","","",""
"31BJ_2010","","",""
"3215_Yamagata_2009","","",""
"3246_Yamagata_2009","","",""
"3264_Yamagata_2009","","",""
"32896_EV71_RUS_2008","Unable to align: no seed matches","","<<ALL>>"
"32896_RUS_2008","","",""
"32BJ_2010","","",""
"3358/Bash/Sterl/Zagorodny.RUS/2013","","",""
"33BJ_2010","","",""
"34/NC/CHN/2014","","",""
"34020_EV71_RUS_2009","Unable to align: no seed matches","","<<ALL>>"
"3406/SIN/08","","",""
"3437/SIN/06","","",""
"34938_RUS_2009","","",""
"349sp/Ishikawa/JPN/2013","Unable to align: no seed matches","","<<ALL>>"
"34H/SD/CHN/2010","","",""
"34ZY_2010","","",""
"3522","","",""
"354","Unable to align: no seed matches","","<<ALL>>"
"37731_EV71_UKR_2010","Unable to align: no seed matches","","<<ALL>>"
"3799_SIN_98","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"38555_EV71_KGZ_2010","Unable to align: no seed matches","","<<ALL>>"
"387_Yamagata_2013","","",""
"390_Luan_CHN__10","","",""
"394/GD/China/2009","","",""
"39H/SD/CHN/2010","","",""
"3QDN_2010","","",""
"4_2","Unable to align: no seed matches","","<<ALL>>"
"4_Henan_2014","","",""
"4/EV71/Wenzhou/CHN/2014","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"40","Unable to align: no seed matches","","<<ALL>>"
"40/HeB/CHN/2008","","",""
"40190_EV71_RUS_2010","Unable to align: no seed matches","","<<ALL>>"
"40190_RUS_2010","","",""
"41_2BJ_2010","","",""
"41_AUT2003","Unable to align: no seed matches","","<<ALL>>"
"4125/Saratov.RUS/2013","","",""
"41464_EV71_RUS_2011","Unable to align: no seed matches","","<<ALL>>"
"41464_RUS_2011","","",""
"41785_EV71_RUS_2011","Unable to align: no seed matches","","<<ALL>>"
"41785_RUS_2011","","",""
"4217/Komi.RUS/2013","","",""
"42266_EV71_RUS_2011","Unable to align: no seed matches","","<<ALL>>"
"42266_RUS_2011","","",""
"42404_AZE_2011","","",""
"4292/500_Hab/EAR.RUS/2013","","",""
"42934_KAZ_2012","","",""
"42BJ_2010","","",""
"43374_RUS_2012","","",""
"43959_RUS_2012","","",""
"44724_RUS_2012","","",""
"44987_RUS_2012","","",""
"44BJ_2010","","",""
"454_Yamagata_2003","","",""
"4542/Volgograd.RUS/2013","","",""
"4547/Volgograd.RUS/2013","","",""
"45742_RUS_2013","","",""
"46198_RUS_2013","","",""
"46206_RUS_2013","","",""
"46598_RUS_2013","","",""
"46601_RUS_2013","","",""
"46605_RUS_2013","","",""
"46609_RUS_2013","","",""
"46611_RUS_2013","","",""
"46615_RUS_2013","","",""
"46617_RUS_2013","","",""
"46620_RUS_2013","","",""
"46621_RUS_2013","","",""
"46676_RUS_2013","","",""
"46684_RUS_2013","","",""
"46685_RUS_2013","","",""
"46686_RUS_2013","","",""
"46688_RUS_2013","","",""
"46973_RUS_2013","","",""
"46974_RUS_2013","","",""
"47242_RUS_2013","","",""
"47273_RUS_2013","","",""
"473_Henan_2013","","",""
"47489_RUS_2013","","",""
"47525_RUS_2013","","",""
"47526_RUS_2013","","",""
"47871_RUS_2013","","",""
"47873_RUS_2013","","",""
"47978_RUS_2013","","",""
"47BJ_2010","","",""
"480/GD/China/2009","","",""
"48186_RUS_2013","","",""
"48187_RUS_2013","","",""
"48380_RUS_2013","","",""
"48381_RUS_2013","","",""
"48610_RUS_2013","","",""
"48AS_2010","","",""
"49/HZ/GD/China/2010","","",""
"49H/SD/CHN/2010","","",""
"5_YN_2007","","",""
"50/HeB/CHN/2008","","",""
"518_03F/SD/CHN/07","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"519_02F/SD/CHN/07","","",""
"520_Yamagata_2010","","",""
"521_04T/SD/CHN/07","","",""
"521_05T/SD/CHN/07","","",""
"521_09F/SD/CHN/07","","",""
"521_20F/SD/CHN/07","","",""
"521_25F/SD/CHN/07","","",""
"522_01T/SD/CHN/07","","",""
"522_02F/SD/CHN/07","","",""
"522_08T/SD/CHN/07","","",""
"522_16F/SD/CHN/07","","",""
"522_19F/SD/CHN/07","","",""
"522_23F/SD/CHN/07","","",""
"523_03F/SD/CHN/07","","",""
"523_04F/SD/CHN/07","","",""
"523_05T/SD/CHN/07","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"523_13T/SD/CHN/07","","",""
"523_14T/SD/CHN/07","","",""
"523_15F/SD/CHN/07","","",""
"533_Henan_2011","","",""
"54_AUT2004","Unable to align: no seed matches","","<<ALL>>"
"540V/VNM/05","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"55_ZZ_HN_CHN_2010","","",""
"5511_SIN_00","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"55H/SD/CHN/2010","","",""
"55LPS_2010","","",""
"56LPS_2010","","",""
"59AS_2010","","",""
"6_Henan_2014","","",""
"63/NC/CHN/2014","","",""
"66_Luan_CHN__10","","",""
"66LPS_2010","","",""
"67/NC/CHN/2014","","",""
"68GY_2010","","",""
"69_AUT2004","Unable to align: no seed matches","","<<ALL>>"
"6F/AUS/6/99","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"7_Henan_2011","","",""
"740_Yamagata_2000","","",""
"741_Yamagata_2000","","",""
"75_Yamagata_LPS1","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"75_Yamagata_org","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"762_Henan_2013","","",""
"774_Yamagata_2000","","",""
"799_Yamagagta_2013","","",""
"7BJ_2010","","",""
"7F_AUS_6_99","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"804/NO/03","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"806_Yamagata_2000","","",""
"813_Yamagata_2013","","",""
"857_Yamagata_2013","","",""
"86_YN_2008","","",""
"863_Yamagata_2003","","",""
"873_Henan_2012","","",""
"891_Yamagata_2000","","",""
"897_Yamagata_2003","","",""
"90QDN_2010","","",""
"929_Yamagata_2003","","",""
"929_Yamagata_2010","","",""
"933_Yamagata_2013","","",""
"945_Yamagata_2010","","",""
"950_Yamagata_2003","","",""
"962_Yamagata_2003","","",""
"965_Yamagata_2003","","",""
"97/NC/CHN/2014","","",""
"971_Yamagata_2000","","",""
"984","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"997/GD/China/2010","","",""
"A_BrCr_USA_70","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"A2011090","","",""
"A2011116","","",""
"A2011125","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"A2011140","","",""
"A337_2009","","",""
"ABRCR","","",""
"AFP2001064/EV71/GX/CHN/2001","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"AFP2001071/EV71/GX/CHN/2001","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"AH01","Unable to align: no seed matches","","<<ALL>>"
"AH08/06","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"Anhui2007","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"AS163_2011","","",""
"AS69_2011","","",""
"B1_242_TW_86","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B2_11316_86","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B3_SK_EV006_MA_97","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B4_E59_TW_02","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5_00210_TW_2012","","",""
"B5_00269_TW_2012","","",""
"B5_00419_TW_2012","","",""
"B5_00488_TW_2012","","",""
"B5_00510_TW_2012","","",""
"B5_00511_TW_2012","","",""
"B5_00725_TW_2012","","",""
"B5_00909_TW_2012","","",""
"B5_01055_TW_2012","","",""
"B5_01162_TW_2012","","",""
"B5_01295_TW_2012","","",""
"B5_01413_TW_2012","","",""
"B5_01485_TW_2012","","",""
"B5_01531_TW_2012","","",""
"B5_01744_TW_2012","","",""
"B5_01861_TW_2012","","",""
"B5_02009_TW_2012","","",""
"B5_02040_TW_2012","","",""
"B5_02120_TW_2012","","",""
"B5_02181_TW_2012","","",""
"B5_02240_TW_2012","","",""
"B5_02243_TW_2012","","",""
"B5_02543_TW_2012","","",""
"B5_02571_TW_2012","","",""
"B5_02572_TW_2012","","",""
"B5_02634_TW_2012","","",""
"B5_02747_TW_2012","","",""
"B5_02979_TW_2012","","",""
"B5_03112_TW_2012","","",""
"B5_03161_TW_2011","","",""
"B5_03172_TW_2011","","",""
"B5_03179_TW_2011","","",""
"B5_03355_TW_2012","","",""
"B5_03400_TW_2011","","",""
"B5_03419_TW_2012","","",""
"B5_03443_TW_2011","","",""
"B5_03510_TW_2011","","",""
"B5_03585_TW_2011","","",""
"B5_03647_TW_2011","","",""
"B5_03648_TW_2011","","",""
"B5_03721_TW_2011","","",""
"B5_03939_TW_2011","","",""
"B5_141_TW_08","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5_50226_TW_2012","","",""
"B5_50268_TW_2012","","",""
"B5_50270_TW_2012","","",""
"B5_50360_TW_2012","","",""
"B5_50606_TW_2012","","",""
"B5_50681_TW_2012","","",""
"B5_50712_TW_2012","","",""
"B5_50802_TW_2012","","",""
"B5_50832_TW_2012","","",""
"B5_50834_TW_2012","","",""
"B5_50839_TW_2012","","",""
"B5_50849_TW_2012","","",""
"B5_50860_TW_2012","","",""
"B5_50865_TW_2012","","",""
"B5_50921_TW_2012","","",""
"B5_50922_TW_2012","","",""
"B5_50940_TW_2012","","",""
"B5_51115_TW_2012","","",""
"B5_51489_TW_2012","","",""
"B5_96015_TW_2012","","",""
"B5_96027_TW_2012","","",""
"B5_96059_TW_2012","","",""
"B5_96071_TW_2012","","",""
"B5_NHRIH2011043_V110703172_TW_Nov_5_11","Unable to align: no seed matches","","<<ALL>>"
"BC08","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ01","Unable to align: no seed matches","","<<ALL>>"
"BJ02","Unable to align: no seed matches","","<<ALL>>"
"BJ06_SJS06","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ08_Z020_1","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ09/07","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ110","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ13018/CHN/13","","",""
"BJ13033/CHN/13","","",""
"BJ13038/CHN/13","","",""
"BJ13050/CHN/13","","",""
"BJ13057/CHN/13","","",""
"BJ13058/CHN/13","","",""
"BJ13106/CHN/13","","",""
"BJ13212/CHN/13","","",""
"BJ293","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ303","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ393","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ54_2010","","",""
"BMC08_C20","","",""
"BOR1717_FRA12","","",""
"BOR1718_FRA12","","",""
"BrCr","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BRU/2006/35334","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BS","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C08_041","Unable to align: no seed matches","","<<ALL>>"
"C08_146","Unable to align: no seed matches","","<<ALL>>"
"C1_4215_TW_98","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C1/FY08_C30_P11","Unable to align: no seed matches","","<<ALL>>"
"C1/FY08_C30_P19","","",""
"C1SB9580","","",""
"C2_NHRIEV95528_TW_Jun_25_12","Unable to align: no seed matches","","<<ALL>>"
"C2_Tainan_5746_TW_98","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C2/EV71/182/PHL/2005","","",""
"C2/EV71/241/PHL/2002","","",""
"C2/EV71/255/PHL/2002","","",""
"C2/EV71/26/PHL/2000","","",""
"C2/EV71/263/PHL/2002","","",""
"C2/EV71/27/PHL/2000","","",""
"C2/EV71/323/PHL/2002","","",""
"C2/EV71/80/PHL/2005","","",""
"C22641","","",""
"C28M","","",""
"C3_KOR_EV71_01","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C303","","",""
"C397","","",""
"C4","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C4_516_TW_08","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C4_N1862_TW_05","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
