accession	name	segment	date	host	country	abbreviation	virus	strain
KM260050	87-Henan-2014		2014-02-12	Human	2014-02-12	China		87-Henan-2014
KM260052	113-Henan-2014		2014-02-12	Human	2014-02-12	China		113-Henan-2014
KM260055	163-Henan-2014		2014-03-23	Human	2014-03-23	China		163-Henan-2014
KM288742	13-2009		2009-06-18	Human	2009-06-18	China	A	13-2009
KM288746	17-2009		2009-06-18	Human	2009-06-18	China	A	17-2009
KM288748	19-2009		2009-06-18	Human	2009-06-18	China	A	19-2009
KM408435	isolate 01Zhenjiang2010		2010-07-XX	Human	2010-07	China		isolate01Zhenjiang2010
KM408445	isolate 01Zhenjiang2011		2011-07-XX	Human	2011-07	China		isolate01Zhenjiang2011
KM408458	isolate 02Zhenjiang2012		2012-07-XX	Human	2012-07	China		isolate02Zhenjiang2012
KM408467	isolate 05Zhenjiang2013		2013-07-XX	Human	2013-07	China		isolate05Zhenjiang2013
KP005791	JB141310006-EV71		2013-06-XX	Human	2013-06	China		JB141310006-EV71
KP005793	JB141310008-EV71		2013-06-XX	Human	2013-06	China		JB141310008-EV71
KP005798	JB141310014-EV71		2013-08-XX	Human	2013-08	China		JB141310014-EV71
KP005808	JB141330034-EV71		2013-04-XX	Human	2013-04	China		JB141330034-EV71
KP005809	JB141330036-EV71		2013-04-XX	Human	2013-04	China		JB141330036-EV71
KP005811	JB141330048-EV71		2013-04-XX	Human	2013-04	China		JB141330048-EV71
KP005816	JB141330075-EV71		2013-05-XX	Human	2013-05	China		JB141330075-EV71
KP005818	JB141330092-EV71		2013-05-XX	Human	2013-05	China		JB141330092-EV71
KP005821	JB141330108-EV71		2013-05-XX	Human	2013-05	China		JB141330108-EV71
KP005825	JB141330220-EV71		2013-07-XX	Human	2013-07	China		JB141330220-EV71
KP113683	B5-01413-TW-2012		2012-04-25	Human	2012-04-25	Taiwan	B5	B5-01413-TW-2012
KP113685	B5-01531-TW-2012		2012-05-05	Human	2012-05-05	Taiwan	B5	B5-01531-TW-2012
KP113687	B5-02543-TW-2012		2012-08-04	Human	2012-08-04	Taiwan	B5	B5-02543-TW-2012
KP113692	B5-50940-TW-2012		2012-07-10	Human	2012-07-10	Taiwan	B5	B5-50940-TW-2012
KP137021	Sh022/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh022/CHN/2012
KP137023	Sh078/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh078/CHN/2012
KP137028	Sh157/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh157/CHN/2012
KP171497	45/NC/CHN/2014		2014-05-19	Human	2014-05-19	China		45/NC/CHN/2014
KP171501	97/NC/CHN/2014		2014-06-12	Human	2014-06-12	China		97/NC/CHN/2014
KP171503	158/NC/CHN/2014		2014-07-02	Human	2014-07-02	China		158/NC/CHN/2014
KP177488	BJ13097/CHN/13		2013-06-04	Human	2013-06-04	China		BJ13097/CHN/13
KP198623	Hubei-WH/CHN/2012		2012-05-26	Human	2012-05-26	China		Hubei-WH/CHN/2012
KP274876	Taipei/C2-Y100/2011		2011-03-05	Human	2011-03-05	Taiwan	C2	Taipei/C2-Y100/2011
KP274877	Taipei/B4-01/2011		2011-03-05	Human	2011-03-05	Taiwan	B4	Taipei/B4-01/2011
KP289420	EV71/P123/2013/China		2013-XX-XX	Human	2013	China		EV71/P123/2013/China
KP289425	EV71/P352/2013/China		2013-XX-XX	Human	2013	China		EV71/P352/2013/China
KP290065	EV71/P1013/2013/China		2013-XX-XX	Human	2013	China		EV71/P1013/2013/China
KP290074	EV71/P235/2013/China		2013-XX-XX	Human	2013	China		EV71/P235/2013/China
KP290078	EV71/P368/2013/China		2013-XX-XX	Human	2013	China		EV71/P368/2013/China
KP290085	EV71/P645/2013/China		2013-XX-XX	Human	2013	China		EV71/P645/2013/China
KP290098	EV71/P896/2013/China		2013-XX-XX	Human	2013	China		EV71/P896/2013/China
KP290107	EV71/P1055/2013/China		2013-XX-XX	Human	2013	China		EV71/P1055/2013/China
KP308402	EV71/Homo sapiens/KHM/310/2012		2012-11-13	Human	2012-11-13	Cambodia		EV71/Homosapiens/KHM/310/2012
KP308405	EV71/Homo sapiens/KHM/376/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/376/2012
KP308409	EV71/Homo sapiens/KHM/353/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/353/2012
KP308423	EV71/Homo sapiens/KHM/361/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/361/2012
KP308424	EV71/Homo sapiens/KHM/388/2012		2012-07-19	Human	2012-07-19	Cambodia		EV71/Homosapiens/KHM/388/2012
KP308444	EV71/Homo sapiens/KHM/398/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/398/2012
KP308447	EV71/Homo sapiens/KHM/349/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/349/2012
KP308451	EV71/Homo sapiens/KHM/300/2012		2012-09-06	Human	2012-09-06	Cambodia		EV71/Homosapiens/KHM/300/2012
KP308452	EV71/Homo sapiens/KHM/393/2012		2012-07-24	Human	2012-07-24	Cambodia		EV71/Homosapiens/KHM/393/2012
KP308456	EV71/Homo sapiens/KHM/308/2012		2012-11-05	Human	2012-11-05	Cambodia		EV71/Homosapiens/KHM/308/2012
KP308458	EV71/Homo sapiens/KHM/316/2013		2013-02-25	Human	2013-02-25	Cambodia		EV71/Homosapiens/KHM/316/2013
KP691650	02-0-072		2013-11-04	Unknown	2013-11-04	Viet Nam		02-0-072
KP691651	02-1-042		2013-09-12	Unknown	2013-09-12	Viet Nam		02-1-042
KT008671	109/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	109/EV71/Wenzhou/CHN/2014
KR045291	THA_A575		2012-07-18	Human	2012-07-18	Thailand	B5	THA_A575
KR045293	THA_A683		2012-07-24	Human	2012-07-24	Thailand	B5	THA_A683
KR045294	THA_A847		2012-08-07	Human	2012-08-07	Thailand	B5	THA_A847
KR045301	THA_A1564		2014-09-29	Human	2014-09-29	Thailand	B5	THA_A1564
KR045303	THA_A1219		2014-01-06	Human	2014-01-06	Thailand	C4	THA_A1219
KR068479	PS188-13		2013-07-23	Human	2013-07-23	Malaysia	B	PS188-13
KR068480	PS125-13		2013-05-15	Human	2013-05-15	Malaysia	B	PS125-13
KR779229	YN2012-A072		2012-XX-XX	Human	2012	China	C4a	YN2012-A072
KR779230	YN2012-A087		2012-XX-XX	Human	2012	China	C4a	YN2012-A087
KR782325	YN2012-A049		2012-XX-XX	Human	2012	China	C4a	YN2012-A049
KR782334	YN2012-A094		2012-XX-XX	Human	2012	China	C4a	YN2012-A094
KR782337	YN2012-C002		2012-XX-XX	Human	2012	China	C4a	YN2012-C002
KR782338	YN2012-C005		2012-XX-XX	Human	2012	China	C4a	YN2012-C005
KR782346	YN2012-C046		2012-XX-XX	Human	2012	China	C4a	YN2012-C046
KR782359	YN2013-A093		2013-XX-XX	Human	2013	China	C4a	YN2013-A093
KR782378	YN2013-C115		2013-XX-XX	Human	2013	China	C4a	YN2013-C115
KR782382	YN2013-C210		2013-XX-XX	Human	2013	China	C4a	YN2013-C210
KR782389	YN2013-A054		2013-XX-XX	Human	2013	China	C4a	YN2013-A054
KR782403	YN2013-A211		2013-XX-XX	Human	2013	China	C4a	YN2013-A211
KR782406	YN2013-A216		2013-XX-XX	Human	2013	China	C4a	YN2013-A216
KR827494	4542/Volgograd.RUS/2013		2013-XX-XX	Human	2013	Russia	C4	4542/Volgograd.RUS/2013
KR827506	226-15/Omsk.RUS/2014		2014-10-16	Human	2014-10-16	Russia	C4	226-15/Omsk.RUS/2014
KR827511	4292/500-Hab/EAR.RUS/2013		2013-07-22	Human	2013-07-22	Russia	C4	4292/500-Hab/EAR.RUS/2013
KT008672	116/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	116/EV71/Wenzhou/CHN/2014
KT327132	311/SZ/CHN/2013		2013-07-15	Human	2013-07-15	China	C4	311/SZ/CHN/2013
KT327143	156/SZ/CHN/2011		2011-04-14	Human	2011-04-14	China	C4	156/SZ/CHN/2011
KT327145	273/SZ/CHN/2013		2013-05-23	Human	2013-05-23	China	C4	273/SZ/CHN/2013
KT327152	12/SZ/CHN/2014		2014-06-13	Human	2014-06-13	China	C4	12/SZ/CHN/2014
KT717714	10MF24_2010.06_JJ		20XX-XX-XX	Human	N/a	China		10MF24_2010.06_JJ
KT717717	10F72_2010.07_TZ		20XX-XX-XX	Human	N/a	China		10F72_2010.07_TZ
KT717731	10MJ25_2010.09_TX		20XX-XX-XX	Human	N/a	China		10MJ25_2010.09_TX
KT717733	10MC29_2010.07_XH		20XX-XX-XX	Human	N/a	China		10MC29_2010.07_XH
KT717735	10MF51_2010.09_JJ		20XX-XX-XX	Human	N/a	China		10MF51_2010.09_JJ
KT717739	10F86_2010.10_TZ		20XX-XX-XX	Human	N/a	China		10F86_2010.10_TZ
KT717741	10F85_2010.10_TZ		20XX-XX-XX	Human	N/a	China		10F85_2010.10_TZ
KT717748	10MF55_2010.11_JJ		20XX-XX-XX	Human	N/a	China		10MF55_2010.11_JJ
KT717755	11MF27_2011.05_JJ		20XX-XX-XX	Human	N/a	China		11MF27_2011.05_JJ
KT717762	11MF31_2011.05_JJ		20XX-XX-XX	Human	N/a	China		11MF31_2011.05_JJ
KT717765	11MH29_2011.07_TZ		20XX-XX-XX	Human	N/a	China		11MH29_2011.07_TZ
KT717773	11MC43_2011.09_XH		20XX-XX-XX	Human	N/a	China		11MC43_2011.09_XH
KT717777	11MC51_2011.10_XH		20XX-XX-XX	Human	N/a	China		11MC51_2011.10_XH
KT717785	11MC7_2011.02_XH		20XX-XX-XX	Human	N/a	China		11MC7_2011.02_XH
KT717788	11MF74_2011.12_JJ		20XX-XX-XX	Human	N/a	China		11MF74_2011.12_JJ
KT717801	12MF8_2012.02_JJ		20XX-XX-XX	Human	N/a	China		12MF8_2012.02_JJ
KT717812	12MA164_2012.04_TZ		20XX-XX-XX	Human	N/a	China		12MA164_2012.04_TZ
KT717813	12MA166_2012.04_TZ		20XX-XX-XX	Human	N/a	China		12MA166_2012.04_TZ
KT717818	12MJ18_2012.04_TX		20XX-XX-XX	Human	N/a	China		12MJ18_2012.04_TX
KT717829	12MC25_2012.05_XH		20XX-XX-XX	Human	N/a	China		12MC25_2012.05_XH
KT717842	12MH69_2012.08_TZ		20XX-XX-XX	Human	N/a	China		12MH69_2012.08_TZ
KT717866	13MH10_2013.05_TZ		20XX-XX-XX	Human	N/a	China		13MH10_2013.05_TZ
KT717875	13MA232_2013.07_TZ		20XX-XX-XX	Human	N/a	China		13MA232_2013.07_TZ
KT717877	13MJ29_2013.06_TX		20XX-XX-XX	Human	N/a	China		13MJ29_2013.06_TX
KT818795	GUI13_365		2013-XX-XX	Human	2013	Guinea	C	GUI13_365
KU133645	437-CSF/EV71/RUS/Omsk/2013		2013-XX-XX	Human	2013	Russia		437-CSF/EV71/RUS/Omsk/2013
KU159435	C4-ND-137_Vietnam:VungTau_2012-05-20		2012-05-20	Human	2012-05-20	Viet Nam	C4	C4-ND-137_Vietnam_VungTau_2012-05-20
KU159444	B5-ND-03_Vietnam:Hanoi_2012-01-08		2012-01-08	Human	2012-01-08	Viet Nam	B5	B5-ND-03_Vietnam_Hanoi_2012-01-08
KU159450	C4-ND-10_Vietnam:Hanoi_2012-01-16		2012-01-16	Human	2012-01-16	Viet Nam	C4	C4-ND-10_Vietnam_Hanoi_2012-01-16
KU159453	C4-ND-15_Vietnam:Hanoi_2012-02-15		2012-02-15	Human	2012-02-15	Viet Nam	C4	C4-ND-15_Vietnam_Hanoi_2012-02-15
KU159462	C4-ND-40_Vietnam:AnGiang_2012-01-05		2012-01-05	Human	2012-01-05	Viet Nam	C4	C4-ND-40_Vietnam_AnGiang_2012-01-05
KU159472	C4-ND-63_Vietnam:HoChiMinh_2012-04-10		2012-04-10	Human	2012-04-10	Viet Nam	C4	C4-ND-63_Vietnam_HoChiMinh_2012-04-10
KU159476	C4-ND-89_Vietnam:HoChiMinh_2012-02-23		2012-02-23	Human	2012-02-23	Viet Nam	C4	C4-ND-89_Vietnam_HoChiMinh_2012-02-23
KU159485	C4-ND-106_Vietnam:TraVinh_2012-04-09		2012-04-09	Human	2012-04-09	Viet Nam	C4	C4-ND-106_Vietnam_TraVinh_2012-04-09
KU159489	C4-ND-116_Vietnam:LongAn_2012-04-20		2012-04-20	Human	2012-04-20	Viet Nam	C4	C4-ND-116_Vietnam_LongAn_2012-04-20
KU159491	C4-ND-121_Vietnam:TienGiang_2012-04-24		2012-04-24	Human	2012-04-24	Viet Nam	C4	C4-ND-121_Vietnam_TienGiang_2012-04-24
KU159493	B5-ND-124_Vietnam:TayNinh_2012-04-20		2012-04-20	Human	2012-04-20	Viet Nam	B5	B5-ND-124_Vietnam_TayNinh_2012-04-20
KU159499	C4-ND-132_Vietnam:LongAn_2012-05-14		2012-05-14	Human	2012-05-14	Viet Nam	C4	C4-ND-132_Vietnam_LongAn_2012-05-14
KU159512	C4-ND-169_Vietnam:DongThap_2012-02-16		2012-02-16	Human	2012-02-16	Viet Nam	C4	C4-ND-169_Vietnam_DongThap_2012-02-16
KU376383	15XCHFM-2		2015-XX-XX	Human	2015	China	C4a	15XCHFM-2
KU578267	12/SHENZHEN/12/China/HFMD severe/2012		2012-02-17	Human	2012-02-17	China	C4a	12/SHENZHEN/12/China/HFMDsevere/2012
KU595724	EV71/FJXM009/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJXM009/CHN/2010
KU595737	EV71/FJQZ023/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJQZ023/CHN/2010
KU595742	EV71/FJZZ002/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJZZ002/CHN/2010
KU595745	EV71/FJZZ010/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJZZ010/CHN/2010
KU595747	EV71/FJNP007/CHN/2010		2010-XX-XX	Human	2010	China		EV71/FJNP007/CHN/2010
KU595767	EV71/FJSM004/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJSM004/CHN/2011
KU595784	EV71/FJQZ034/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJQZ034/CHN/2011
KU595787	EV71/FJSM013/CHN/2011		2011-XX-XX	Human	2011	China		EV71/FJSM013/CHN/2011
KU595788	EV71/FJFZ001/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJFZ001/CHN/2012
KU595795	EV71/FJXM048/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJXM048/CHN/2012
KU595805	EV71/FJQZ002/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJQZ002/CHN/2012
KU595806	EV71/FJQZ003/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJQZ003/CHN/2012
KU595809	EV71/FJQZ015/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJQZ015/CHN/2012
KU595826	EV71/FJPTN002/CHN/2012		2012-XX-XX	Human	2012	China		EV71/FJPTN002/CHN/2012
KU595849	EV71/FJQZ410/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJQZ410/CHN/2013
KU595858	EV71/FJQZ101/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJQZ101/CHN/2013
KU595859	EV71/FJQZ133/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJQZ133/CHN/2013
KU595860	EV71/FJZZ044/CHN/2013		2013-XX-XX	Human	2013	China		EV71/FJZZ044/CHN/2013
KU595861	EV71/FJFZ173/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJFZ173/CHN/2014
KU595868	EV71/FJLY306/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJLY306/CHN/2014
KU595891	EV71/FJZZ476/CHN/2014		2014-XX-XX	Human	2014	China		EV71/FJZZ476/CHN/2014
KU595913	EV71/FJNP007/CHN/2015		2015-XX-XX	Human	2015	China		EV71/FJNP007/CHN/2015
KU595914	EV71/FJND082/CHN/2015		2015-XX-XX	Human	2015	China		EV71/FJND082/CHN/2015
KU595916	EV71/FJND028/CHN/2015		2015-XX-XX	Human	2015	China		EV71/FJND028/CHN/2015
KU595917	EV71/FJLY070/CHN/2015		2015-XX-XX	Human	2015	China		EV71/FJLY070/CHN/2015
KU641502	45849/BE/DE 2015		2015-07-XX	Human	2015-07	Germany	A71	45849/BE/DE2015
KU697334	C2/2503		2010-XX-XX	Unknown	2010	Netherlands		C2/2503
KU710725	BJ14-10		2014-06-22	Unknown	2014-06-22	China		BJ14-10
KU710728	BJ14-16		2014-07-09	Unknown	2014-07-09	China		BJ14-16
KU710739	BJ14-21		2014-07-15	Unknown	2014-07-15	China		BJ14-21
KU726103	94-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	94-2014-Henan
KU726106	119-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	119-2014-Henan
KU726113	157-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	157-2014-Henan
KU726122	267-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	267-2014-Henan
KU726133	379-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	379-2014-Henan
KU726136	462-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	462-2014-Henan
KU726145	576-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	576-2014-Henan
KU726147	588-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	588-2014-Henan
KU726162	863-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	863-2014-Henan
KU726163	1054-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1054-2014-Henan
KU726170	1097-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1097-2014-Henan
KU726180	405-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	405-2014-Henan
KU726185	538-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	538-2014-Henan
KU726200	977-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	977-2014-Henan
KU726202	1005-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1005-2014-Henan
KU726210	1238-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1238-2014-Henan
KU726212	1272-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1272-2014-Henan
KU726225	1419-2014-Henan		2014-09-XX	Human	2014-09	China	EV-A71	1419-2014-Henan
KU744449	59-2015-Henan		2015-05-XX	Human	2015-05	China	EV-A71	59-2015-Henan
KU936122	SHAPHC5267/SH/CHN/14		2014-03-28	Human	2014-03-28	China	C4a	SHAPHC5267/SH/CHN/14
KU936128	SHAPHC5365/SH/CHN/14		2014-05-04	Human	2014-05-04	China	C4a	SHAPHC5365/SH/CHN/14
KX092296	88-Irk-2011		2011-XX-XX	Human	2011	Russia		88-Irk-2011
KX227371	20160084-TW		2016-04-21	Human	2016-04-21	Taiwan	C4a	20160084-TW
KX372332	SiICRC08/TH/2014		2014-08-20	Human	2014-08-20	Thailand		SiICRC08/TH/2014
KX752783	Jinan/SD/CHN/2015		2015-07-24	Human	2015-07-24	China		Jinan/SD/CHN/2015
KX791192	wh99-CHN-11		2008-08-28	Human	2008-08-28	China		wh99-CHN-11
KX791194	wh205-CHN-12		2009-06-05	Human	2009-06-05	China		wh205-CHN-12
KY582572	EV71-MZ		2015-04-01	Human	2015-04-01	China	C4	EV71-MZ
LC147343	232B-YN-CHN-2011		2011-XX-XX	Human	2011	China	A71	232B-YN-CHN-2011
LC147344	233B-YN-CHN-2011		2011-XX-XX	Human	2011	China	A71	233B-YN-CHN-2011
LC147350	260B-YN-CHN-2011		2011-XX-XX	Human	2011	China	A71	260B-YN-CHN-2011
LC147362	50B-YN-CHN-2013		2013-XX-XX	Human	2013	China	A71	50B-YN-CHN-2013
LC147364	40Y-YN-CHN-2014		2014-XX-XX	Human	2014	China	A71	40Y-YN-CHN-2014
LQ076631	UNKNOWN-LQ076631		20XX-XX-XX	Unknown	N/a			UNKNOWN-LQ076631
AB081360	V-6355/EV71/Kanagawa/1986		20XX-XX-XX	Human	N/a	Japan		V-6355/EV71/Kanagawa/1986
AB081362	V-6408/EV71/Kanagawa/1986		20XX-XX-XX	Human	N/a	Japan		V-6408/EV71/Kanagawa/1986
AB081369	V-11373/EV71/Kanagawa/1993		20XX-XX-XX	Human	N/a	Japan		V-11373/EV71/Kanagawa/1993
AB081372	V-11941/EV71/Kanagawa/1994		20XX-XX-XX	Human	N/a	Japan		V-11941/EV71/Kanagawa/1994
AB094051	HS015/Hiroshima/99		20XX-XX-XX	Unknown	N/a	Japan		HS015/Hiroshima/99
AB115493	H26-CHN-00		20XX-XX-XX	Unknown	N/a	China		H26-CHN-00
AB162763	HO793ts/EV71/Kanagawa/2003		20XX-XX-XX	Human	N/a	Japan		HO793ts/EV71/Kanagawa/2003
AB168002	Fukuoka City03-129		20XX-XX-XX	Unknown	N/a	Japan		FukuokaCity03-129
AB433870	Y97-1188		20XX-XX-XX	Unknown	N/a	Japan	71	Y97-1188
AB433885	1638-Yamagata-07		20XX-XX-XX	Unknown	N/a	Japan	71	1638-Yamagata-07
AB524095	11123		1971-XX-XX	Unknown	1971	Netherlands		11123
AB524162	9677		1986-XX-XX	Unknown	1986	Netherlands		9677
AB524179	2016		2007-XX-XX	Unknown	2007	Netherlands		2016
AB524212	9548		1990-XX-XX	Unknown	1990	Netherlands		9548
AB524272	3890-99		1999-XX-XX	Unknown	1999	Netherlands		3890-99
AB524277	4359		2002-XX-XX	Unknown	2002	Netherlands		4359
AB550339	75-Yamagata-LPS1		20XX-XX-XX	Unknown	N/a	Japan		75-Yamagata-LPS1
AB550341	KED005-LPS2		20XX-XX-XX	Unknown	N/a	Malaysia		KED005-LPS2
AB569437	08-TW-05087		2008-XX-XX	Human	2008	Taiwan		08-TW-05087
AB524257	2798		2007-XX-XX	Unknown	2007	Netherlands		2798
AB665744	OC439-10		2010-XX-XX	Human	2010	Japan		OC439-10
AB665748	OC516-10		2010-XX-XX	Human	2010	Japan		OC516-10
AB675640	DY2011-24		2011-04-03	Human	2011-04-03	China		DY2011-24
AB675641	DY2011-25		2011-04-26	Human	2011-04-26	China		DY2011-25
AB675649	DY2011-145		2011-06-21	Human	2011-06-21	China		DY2011-145
AB679724	SC10-90		2010-06-12	Human	2010-06-12	China		SC10-90
AB679729	SC10-62		2010-04-26	Human	2010-04-26	China		SC10-62
AB679734	SC10-236		2010-05-17	Human	2010-05-17	China		SC10-236
AB830079	349sp/Ishikawa/JPN/2013		2013-02-25	Human	2013-02-25	Japan		349sp/Ishikawa/JPN/2013
AB936542	1656-Yamagata-2012		20XX-XX-XX	Unknown	N/a	Japan		1656-Yamagata-2012
AF009525	1410-CA-86		20XX-XX-XX	Unknown	N/a			1410-CA-86
AF009527	1413-CA-87		20XX-XX-XX	Unknown	N/a			1413-CA-87
AF009534	7633-PA-87		20XX-XX-XX	Unknown	N/a			7633-PA-87
AF009535	7673-CT-87		20XX-XX-XX	Unknown	N/a			7673-CT-87
AF009540	2222-IA-88		20XX-XX-XX	Unknown	N/a			2222-IA-88
AF117621	TW/1465/98		20XX-XX-XX	Unknown	N/a	Taiwan		TW/1465/98
AF135905	7632-PA-87		20XX-XX-XX	Unknown	N/a			7632-PA-87
AF135910	0632-MAA-97 34		20XX-XX-XX	Unknown	N/a			0632-MAA-9734
AF135927	2336-MAA-97		20XX-XX-XX	Unknown	N/a			2336-MAA-97
AF135928	2337-MAA-97		20XX-XX-XX	Unknown	N/a			2337-MAA-97
AF135931	0359-TX-90		20XX-XX-XX	Unknown	N/a			0359-TX-90
AF135934	0667-CHN-87		20XX-XX-XX	Unknown	N/a			0667-CHN-87
AF135938	2261-CA-91		20XX-XX-XX	Unknown	N/a			2261-CA-91
AF136379	NCKU9822		20XX-XX-XX	Unknown	N/a			NCKU9822
AF286496	2785-TAI-98		20XX-XX-XX	Unknown	N/a			2785-TAI-98
AF286502	2861-TAI-98		20XX-XX-XX	Unknown	N/a			2861-TAI-98
AF376073	MY16/1/SAR/97		20XX-XX-XX	Unknown	N/a			MY16/1/SAR/97
AF376080	S10862/SAR/98		20XX-XX-XX	Unknown	N/a			S10862/SAR/98
AF376089	11F/AUS/6/99		20XX-XX-XX	Unknown	N/a			11F/AUS/6/99
AJ586873	EV71/9/97/SHA89		20XX-XX-XX	Unknown	N/a	Malaysia		EV71/9/97/SHA89
AM396584	ENT/PM/SHA52		20XX-XX-XX	Unknown	N/a	Malaysia		ENT/PM/SHA52
AM396586	EV71/SAR/SHA66		20XX-XX-XX	Unknown	N/a	Malaysia		EV71/SAR/SHA66
AY055132	H0382-TW-98		20XX-XX-XX	Unknown	N/a			H0382-TW-98
AY055147	N5761-TW-98		20XX-XX-XX	Unknown	N/a			N5761-TW-98
AY055160	N0118-TW-00		20XX-XX-XX	Unknown	N/a			N0118-TW-00
AY258316	CN30552-SAR-03		20XX-XX-XX	Unknown	N/a			CN30552-SAR-03
AY278249	73442-PA-99		20XX-XX-XX	Unknown	N/a			73442-PA-99
AY905619	ZJ-CHN-6-03		20XX-XX-XX	Unknown	N/a	China		ZJ-CHN-6-03
AY940109	9929-SYD-00		20XX-XX-XX	Unknown	N/a			9929-SYD-00
DQ133458	984		2004-XX-XX	Unknown	2004	Taiwan		984
DQ133459	1235		2004-XX-XX	Unknown	2004	Taiwan		1235
DQ841962	E981085-TW		20XX-XX-XX	Unknown	N/a	Taiwan		E981085-TW
DQ841964	E2004104-TW		20XX-XX-XX	Unknown	N/a	Taiwan		E2004104-TW
DQ846662	NTU1482-TW-06		20XX-XX-XX	Unknown	N/a	Taiwan		NTU1482-TW-06
DQ906174	115970-BRU-06		20XX-XX-XX	Unknown	N/a	Brunei		115970-BRU-06
EU729121	Kor07-EV71-09gj		2007-XX-XX	Human	2007	South Korea		Kor07-EV71-09gj
EU753368	521-04F/SD/CHN/07		2007-05-21	Human	2007-05-21	China		521-04F/SD/CHN/07
EU753375	521-18S/SD/CHN/07		2007-05-21	Human	2007-05-21	China		521-18S/SD/CHN/07
EU753380	521-27F/SD/CHN/07		2007-05-21	Human	2007-05-21	China		521-27F/SD/CHN/07
EU913467	Fuyang5		2008-05-08	Human	2008-05-08	China		Fuyang5
EU913468	Fuyang26		2008-05-11	Human	2008-05-11	China		Fuyang26
EU999179	Xinhui-9		2008-08-XX	Human	2008-08	China	C4	Xinhui-9
FJ357377	S0296-TW00		2000-XX-XX	Human	2000	Taiwan		S0296-TW00
FJ607336	28/SHENZHEN/08/China/HFMD/2008		2008-05-XX	Human	2008-05	China		28/SHENZHEN/08/China/HFMD/2008
FJ828519	BJ08		2008-XX-XX	Human	2008	China	C4	BJ08
FJ846678	Siriraj25/TH/03		2003-XX-XX	Human	2003	Thailand		Siriraj25/TH/03
FJ969150	TW/70303/08		20XX-XX-XX	Human	N/a	Taiwan		TW/70303/08
FJ969157	TW/70831/08		20XX-XX-XX	Human	N/a	Taiwan		TW/70831/08
GQ231935	TW/70886/08		20XX-XX-XX	Human	N/a	Taiwan		TW/70886/08
FM201321	EV71/MY/2006/1764281		20XX-XX-XX	Human	N/a	Malaysia		EV71/MY/2006/1764281
FM201334	EV71/BRU/2006/34456		20XX-XX-XX	Human	N/a	Brunei		EV71/BRU/2006/34456
FN598720	NAN10838_FR94		1994-05-14	Unknown	1994-05-14	France		NAN10838_FR94
FN598723	ANN1256_FR00		2000-09-15	Unknown	2000-09-15	France		ANN1256_FR00
FN665336	LMA55_FRA07		2007-XX-XX	Unknown	2007	France	Enterovirus 71	LMA55_FRA07
GQ117125	1401-Luan(CHN)-08		2008-05-XX	Human	2008-05	China	A	1401-Luan_CHN_-08
